STATE,Pesticide Code,Pesticide Name,Total_Concentration
MD,318,MCPA,42.8
MD,321,Hexachlorobenzene (HCB),0.0077
MD,333,Propazine,56.0
MD,338,Dichlorvos (DDVP),115.0688
MD,351,Pentachloroaniline (PCA),0.1585
MD,352,Mirex,0.004200000000000001
MD,382,1-Naphthol,9.404
MD,387,Pentachlorobenzene (PCB),0.0225
MD,512,3-Hydroxycarbofuran,0.058
MD,529,Vinclozolin,5.908
MD,536,Triazophos,0.0013
MD,537,Oxamyl,9.2633
MD,539,Permethrin Total,142.545
MD,540,Pronamide,0.1412
MD,546,Fenvalerate,0.143
MD,556,Resmethrin,0.35200000000000004
MD,562,Pirimiphos methyl,0.061
MD,578,Mevinphos Z,0.006
MD,580,Pirimicarb,0.011
MD,596,Norflurazon,0.049600000000000005
MD,597,Cypermethrin,132.9755
MD,604,Imazalil,63.7687
MD,607,Metalaxyl/Mefenoxam,12.2221
MD,608,Triadimefon,0.092
MD,611,Thiophanate methyl,0.8528
MD,612,Deltamethrin  (includes parent Tralomethrin),1.4364000000000001
MD,623,Propargite,11.5025
MD,624,Tetrahydrophthalimide (THPI),133.3316
MD,626,Iprodione,388.3449
MD,638,Triadimenol,66.217
MD,639,Fenbutatin oxide,0.3073
MD,651,Diflubenzuron,0.5737
MD,658,Bendiocarb,0.017
MD,666,Carbendazim (MBC),24.1959
MD,679,Myclobutanil,19.7719
MD,699,Clofentezine,0.196
MD,713,Oxyfluorfen,0.009899999999999999
MD,714,Esfenvalerate,1.429
MD,719,Clomazone,0.005
MD,720,Norflurazon desmethyl,0.1447
MD,723,Formetanate hydrochloride,1.6174
MD,726,Thiobencarb,0.017
MD,730,Ethephon,6.8100000000000005
MD,731,Triclopyr,866.6999999999999
MD,736,Fluridone,0.0098
MD,737,Oryzalin,0.021
MD,740,Bensulide oxygen analog,0.055
MD,745,Fenamiphos sulfone,0.022
MD,746,Fenamiphos sulfoxide,0.1211
MD,758,Bentazon,16.22
MD,780,Tebuthiuron,66.99
MD,781,Cyfluthrin,29.869
MD,784,Desethyl-desisopropyl atrazine,50.0
MD,785,Desisopropyl atrazine,2337.8
MD,791,Phenmedipham,0.0055
MD,804,Tricyclazole,0.0013
MD,807,Acetochlor,635.0
MD,808,Fenpropathrin,17.9545
MD,855,Isoprothiolane,0.0132
MD,877,Cymoxanil,0.14500000000000002
MD,886,Fenpropimorph,0.1827
MD,900,Endosulfan I,5.9263
MD,901,Endosulfan II,5.1073
MD,902,Endosulfan sulfate,17.403
MD,903,BHC alpha,0.011099999999999999
MD,906,"DDT p,p'",0.271
MD,907,"DDT o,p'",0.066
MD,908,"DDD p,p'",0.0879
MD,909,"DDD o,p'",0.020399999999999998
MD,910,"DDE p,p'",4.0797
MD,911,"DDE o,p'",0.0096
MD,930,Bifenthrin,42.0124
MD,942,Prometon,526.5017
MD,943,Thiodicarb,0.021
MD,947,Tetramethrin,0.0017
MD,948,Abamectin,0.002
MD,964,Desethyl atrazine,8353.032
MD,967,Imidacloprid,98.9703
MD,A25,Dichlorprop,5.6
MD,A30,Fenbuconazole,7.9425
MD,A39,Lambda cyhalothrin total,1.24
MD,A46,Oxadixyl,0.025
MD,A47,Oxamyl oxime,13.5379
MD,A58,Tebuconazole,35.0985
MD,A61,Triflumizole,1.1703999999999999
MD,A68,"1,2,4-Triazole",0.005
MD,A82,Fipronil,1.6202
MD,AAD,SD-31723,0.012
MD,AAY,Sulfentrazone,0.0061
MD,ABB,Spinosad,2.7364
MD,ABC,Spinosad A,2.6315
MD,ABD,Spinosad D,0.5842
MD,ABF,Pymetrozine,0.07980000000000001
MD,ABG,Tebufenozide,1.7235
MD,ABH,Propiconazole I,0.871
MD,ABI,Propiconazole II,1.736
MD,ABN,Acetochlor ethanesulfonic acid (ESA),1423.1
MD,ABO,Acetochlor oxanilic acid (OA),1094.8
MD,ABP,Alachlor ethanesulfonic acid (ESA),9963.01
MD,ABQ,Alachlor oxanilic acid (OA),466.68
MD,ACA,Imazamox,10.4
MD,ACB,Imazapyr,107.9
MD,ACD,Imazethapyr,38.5
MD,ACG,Metolachlor ethanesulfonic acid (ESA),108571.432
MD,ACH,Metolachlor oxanilic acid (OA),19724.051
MD,ACM,Nicosulfuron,8.3
MD,ACP,Sulfometuron methyl,100.8
MD,ACV,Methoprene,0.023
MD,ADC,Prallethrin,0.604
MD,ADD,Dimethenamid,1.0
MD,ADE,Esfenvalerate+Fenvalerate Total,2.7906
MD,ADG,Indoxacarb,12.0054
MD,ADH,Cyphenothrin,0.037
MD,ADI,Etofenprox,0.0667
MD,ADW,Triazole alanine (TA),2.1671
MD,ADX,Triazole acetic acid (TAA),1.4403
MD,AED,Hydroxy atrazine,1636.0
MD,AEF,Thifensulfuron,14.8
MD,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",8.6854
MD,AEM,"Cyhalothrin, Lambda",2.7922000000000002
MD,AEN,"Cyhalothrin, Lambda epimer R157836",0.108
MD,AEP,Clothianidin,5.795
MD,AES,Methoxyfenozide,42.394
MD,AEW,Famoxadone,17.6899
MD,AFC,Heptachlor epoxide cis,0.0228
MD,AFM,Flutriafol,4.3544
MD,AFO,Dinotefuran,7.6761
MD,AFS,Fenpyroximate,1.8257
MD,AFU,Propamocarb hydrochloride,44.0729
MD,AFW,Spiromesifen Total (parent + enol metabolite),0.1768
MD,AFX,Novaluron,6.8142000000000005
MD,AGA,Cyazofamid,41.2234
MD,AGG,Flonicamid,25.5934
MD,AGH,Emamectin benzoate,0.2212
MD,AGJ,Fluoxastrobin,0.162
MD,AGR,"2,4-dimethylphenyl formamide (2,4-DMPF)",0.2752
MD,AGT,Spiromesifen,1.9597
MD,AGW,Chlorantraniliprole,55.7296
MD,AGX,Mandipropamid,117.1402
MD,AGY,Spinetoram,5.1101
MD,AHB,Azadirachtin A,0.127
MD,AHC,Azadirachtin B,0.039
MD,AHF,Imidacloprid urea,0.0046
MD,AHM,Spirotetramat,2.0283
MD,AHS,Flubendiamide,3.7554
MD,AHT,Fluopicolide,27.281
MD,AJV,Lufenuron,0.028
MD,AJY,Spiroxamine,0.0167
MD,AKC,Ametoctradin,17.086399999999998
MD,AKD,Penthiopyrad,28.4727
MD,AKG,Fluopyram,4.8083
MD,AKS,Acequinocyl,1.042
MD,AKU,Cyflufenamid,0.2972
MD,AKW,Fluxapyroxad,3.7365
MD,ALG,Thymol,0.545
MD,ALS,Sulfoxaflor,0.6771
MD,ALV,Spiromesifen alcohol,0.4213
MD,AMB,Cyantraniliprole,5.9718
MD,AMC,Cyflumetofen,0.5192
MD,AMF,Fenpropidin,0.0076
MD,AMG,Fenpyrazamine,0.005
MD,ANC,Tolfenpyrad,1.2450999999999999
MD,AND,Propamocarb,3.5524
MD,ANE,Flupyradifurone,3.8138
MD,ANF,Metrafenone,0.6884
MD,ANH,Isofetamid,0.0697
MD,AOG,Imidacloprid desnitro,0.0857
MD,B10,Hexythiazox,1.3651
MD,B13,Chlorfenapyr,1.1305
MD,B16,Pyrimethanil,252.7946
MD,B22,Cyprodinil,44.8966
MD,B23,Fludioxonil,345.4458
MD,B24,Pyriproxyfen,0.4799
MD,B28,5-Hydroxythiabendazole,0.2011
MD,B32,Forchlorfenuron,0.006
MD,B41,Fenhexamid,29.8106
MD,B42,Kresoxim-methyl,0.23049999999999998
MD,B43,Thiamethoxam,6.1541
MD,B44,Zoxamide,0.0859
MD,B46,Clopyralid,15.758000000000001
MD,B48,Azoxystrobin,178.2345
MD,B52,Buprofezin,5.147
MD,B53,Epoxiconazole,0.0034
MD,B54,Fluazinam,0.0167
MD,B56,Pyridaben,0.1845
MD,B57,Quinoxyfen,1.4106
MD,B58,Difenoconazole,13.270199999999999
MD,B61,Pyraclostrobin,59.8172
MD,B63,Flutolanil,0.028499999999999998
MD,B64,Fenamidone,39.0096
MD,B68,Thiacloprid,2.2207
MD,B72,Tetraconazole,0.7056
MD,B73,Fenazaquin,0.0721
MD,B75,Boscalid,67.3854
MD,B77,Dimethomorph,17.1447
MD,B79,Trifloxystrobin,4.0023
MD,B80,Acetamiprid,24.0085
MD,B82,Bifenazate,5.154
MD,B84,Etoxazole,0.4235
MD,B85,Spirodiclofen,3.143
MD,C90,Ethaboxam,0.0371
MD,F12,Pyriofenone,0.0209
MD,F53,Benzovindiflupyr,0.0376
MD,G03,Pydiflumetofen,0.4834
ME,046,Monuron,10.0
ME,607,Metalaxyl/Mefenoxam,73.8
ME,964,Desethyl atrazine,41.3
ME,ABP,Alachlor ethanesulfonic acid (ESA),22.0
ME,ACB,Imazapyr,15.0
ME,ACG,Metolachlor ethanesulfonic acid (ESA),84.0
ME,ACH,Metolachlor oxanilic acid (OA),8.0
MI,002,Allethrin,0.14100000000000001
MI,011,Captan,311.5791
MI,022,DDT,0.444
MI,024,Diazinon,3.6187
MI,026,"2,4-D",8964.065
MI,028,Dieldrin,4.8075
MI,031,Dinoseb,1.0
MI,032,Diuron,0.3238
MI,033,Anilazine,0.138
MI,034,Endrin,0.091
MI,042,Azinphos methyl,42.9982
MI,047,Dicofol Total,6.761
MI,050,Lindane (BHC gamma),0.71
MI,052,Malathion,10.1733
MI,055,Methoxychlor Total,3.741
MI,057,Parathion methyl,3.065
MI,058,MGK-264,1.1931
MI,065,Parathion ethyl,0.759
MI,069,Mevinphos Total,0.761
MI,070,Piperonyl butoxide,17.6001
MI,083,O-Phenylphenol,61.3238
MI,087,DDD (TDE),0.02
MI,090,Toxaphene,0.0804
MI,102,Carbaryl,73.6629
MI,104,Dodine,0.1176
MI,107,Ethion,0.1382
MI,111,Ethoxyquin,12.5066
MI,114,Chlorpropham,1036.1143
MI,115,Endosulfans Total,7.784
MI,117,Disulfoton,0.0135
MI,124,Coumaphos,0.053399999999999996
MI,125,Diphenylamine (DPA),317.9467
MI,126,Folpet,0.23800000000000002
MI,129,Linuron,6.6046000000000005
MI,134,DCPA,6.3929
MI,143,Heptachlor epoxide,0.6505
MI,144,Dicloran,255.7481
MI,149,Simazine,3396.488
MI,151,Trifluralin,7.201
MI,152,Terbacil,2.664
MI,153,Bromacil,77.01
MI,157,Thiabendazole,572.8782
MI,159,Methomyl,73.1696
MI,160,Chlorpyrifos,15.8861
MI,164,Chlorothalonil,3236.7534
MI,165,Phosmet,61.1519
MI,166,Phosalone,0.11
MI,168,Aldicarb sulfone,0.145
MI,169,Aldicarb sulfoxide,1.1524
MI,170,Methamidophos,48.6346
MI,171,Dimethoate,31.463
MI,172,Chlordane trans,0.1189
MI,173,Chlordane cis,0.2321
MI,175,Ethoprop,0.0277
MI,177,Fenthion,0.004
MI,178,Omethoate,14.2942
MI,180,Carbofuran,0.4152
MI,181,Metribuzin,75.1658
MI,189,Phorate sulfone,0.083
MI,190,Phorate sulfoxide,0.1011
MI,192,Benomyl,25.1824
MI,197,Methidathion,0.2343
MI,200,EPTC,360.0
MI,203,Phosphamidon,0.16
MI,204,Acephate,141.0142
MI,208,Malathion oxygen analog,0.1034
MI,216,Disulfoton sulfone,0.057999999999999996
MI,219,Oxydemeton methyl,0.2804
MI,222,Permethrin cis,268.3739
MI,223,Permethrin trans,279.3443
MI,224,Profenofos,0.4744
MI,227,Alachlor,66.6
MI,230,Pendimethalin,0.4347
MI,231,Iprodione metabolite isomer,46.2308
MI,235,Chlorpyrifos methyl,0.7063
MI,236,Fenamiphos,0.005
MI,237,Phosmet oxygen analog,1.3418999999999999
MI,239,Bensulide,0.044
MI,245,Oxydemeton methyl sulfone,0.019100000000000002
MI,249,Prometryn,0.867
MI,253,"Dicofol o,p'",1.0404
MI,254,"Dicofol p,p'",13.7975
MI,255,Cyromazine,7.9149
MI,264,Propiconazole,98.4224
MI,271,Fenarimol,0.053
MI,275,"Methoxychlor p,p'",0.1077
MI,283,Metolachlor,6354.5063
MI,292,Fluazifop butyl,0.0017
MI,297,Fluvalinate,0.0127
MI,300,DDE,4.214
MI,304,Quintozene (PCNB),0.2547
MI,305,Atrazine,37397.0087
MI,312,"2,4,5-T",9.0
MI,321,Hexachlorobenzene (HCB),0.0188
MI,338,Dichlorvos (DDVP),1.0329
MI,343,Monocrotophos,0.18
MI,351,Pentachloroaniline (PCA),0.3402
MI,370,Parathion oxygen analog,0.005
MI,377,Phenthoate,0.01
MI,382,1-Naphthol,20.7531
MI,387,Pentachlorobenzene (PCB),0.1275
MI,388,Pentachlorophenyl methyl sulfide,0.018799999999999997
MI,395,Diazinon oxygen analog,0.0078
MI,512,3-Hydroxycarbofuran,0.2375
MI,529,Vinclozolin,13.343399999999999
MI,536,Triazophos,0.0018
MI,537,Oxamyl,13.924
MI,539,Permethrin Total,641.4977
MI,540,Pronamide,0.0837
MI,546,Fenvalerate,1.325
MI,556,Resmethrin,0.333
MI,562,Pirimiphos methyl,0.0446
MI,579,Mevinphos E,0.01
MI,580,Pirimicarb,0.049
MI,593,Procymidone,1.0
MI,597,Cypermethrin,219.6714
MI,604,Imazalil,106.1235
MI,607,Metalaxyl/Mefenoxam,19.9087
MI,608,Triadimefon,22.033
MI,611,Thiophanate methyl,1.7026
MI,612,Deltamethrin  (includes parent Tralomethrin),3.1982
MI,623,Propargite,55.8215
MI,624,Tetrahydrophthalimide (THPI),99.6322
MI,626,Iprodione,856.356
MI,633,Hexazinone,7.698
MI,636,Propetamphos,0.0113
MI,638,Triadimenol,0.2287
MI,639,Fenbutatin oxide,6.1482
MI,651,Diflubenzuron,0.5263
MI,658,Bendiocarb,0.017
MI,666,Carbendazim (MBC),33.8145
MI,678,Terbuthylazine,0.007
MI,679,Myclobutanil,32.8316
MI,699,Clofentezine,0.2133
MI,713,Oxyfluorfen,0.0161
MI,714,Esfenvalerate,1.6448
MI,717,Chlorimuron ethyl,113.0
MI,720,Norflurazon desmethyl,0.0189
MI,723,Formetanate hydrochloride,13.114
MI,726,Thiobencarb,0.025
MI,730,Ethephon,9.483
MI,731,Triclopyr,1845.328
MI,736,Fluridone,0.0075
MI,740,Bensulide oxygen analog,0.19
MI,745,Fenamiphos sulfone,0.131
MI,746,Fenamiphos sulfoxide,0.4451
MI,758,Bentazon,422.21000000000004
MI,769,Azinphos methyl oxygen analog,0.0063999999999999994
MI,780,Tebuthiuron,76.95
MI,781,Cyfluthrin,31.6888
MI,784,Desethyl-desisopropyl atrazine,115.0
MI,785,Desisopropyl atrazine,3541.7
MI,791,Phenmedipham,0.0523
MI,804,Tricyclazole,0.07050000000000001
MI,807,Acetochlor,3943.7
MI,808,Fenpropathrin,32.2853
MI,850,Bitertanol,0.011
MI,855,Isoprothiolane,0.081
MI,877,Cymoxanil,0.334
MI,886,Fenpropimorph,0.1118
MI,900,Endosulfan I,13.5107
MI,901,Endosulfan II,11.0128
MI,902,Endosulfan sulfate,35.8829
MI,903,BHC alpha,0.0055
MI,904,BHC beta,0.0017
MI,906,"DDT p,p'",0.2765
MI,907,"DDT o,p'",0.1591
MI,908,"DDD p,p'",0.4455
MI,909,"DDD o,p'",0.0336
MI,910,"DDE p,p'",6.8178
MI,911,"DDE o,p'",0.005
MI,930,Bifenthrin,36.8997
MI,942,Prometon,797.8167
MI,947,Tetramethrin,0.017
MI,948,Abamectin,0.06559999999999999
MI,963,Terbufos sulfone,0.006
MI,964,Desethyl atrazine,8120.632
MI,967,Imidacloprid,118.2589
MI,A25,Dichlorprop,9.0
MI,A30,Fenbuconazole,16.6256
MI,A42,Mecoprop (MCPP),3.6820000000000004
MI,A46,Oxadixyl,0.033
MI,A47,Oxamyl oxime,13.536
MI,A58,Tebuconazole,120.1271
MI,A61,Triflumizole,1.7292
MI,A82,Fipronil,1.8486999999999998
MI,AAU,Flumetsulam,54.0
MI,ABB,Spinosad,5.813
MI,ABC,Spinosad A,7.9063
MI,ABD,Spinosad D,1.9073
MI,ABF,Pymetrozine,0.0674
MI,ABG,Tebufenozide,2.6069999999999998
MI,ABN,Acetochlor ethanesulfonic acid (ESA),23436.192
MI,ABO,Acetochlor oxanilic acid (OA),19125.662
MI,ABP,Alachlor ethanesulfonic acid (ESA),15040.09
MI,ABQ,Alachlor oxanilic acid (OA),1973.22
MI,ACA,Imazamox,8.0
MI,ACB,Imazapyr,440.76
MI,ACC,Imazaquin,118.0
MI,ACD,Imazethapyr,1453.2
MI,ACG,Metolachlor ethanesulfonic acid (ESA),24937.066
MI,ACH,Metolachlor oxanilic acid (OA),10078.284
MI,ACM,Nicosulfuron,241.5
MI,ACV,Methoprene,0.05
MI,ACZ,Imazapic,27.5
MI,ADC,Prallethrin,0.764
MI,ADD,Dimethenamid,20.5034
MI,ADE,Esfenvalerate+Fenvalerate Total,6.4142
MI,ADG,Indoxacarb,16.9511
MI,ADH,Cyphenothrin,0.059
MI,ADI,Etofenprox,0.218
MI,ADR,Triticonazole,50.0
MI,ADW,Triazole alanine (TA),3.6401
MI,ADX,Triazole acetic acid (TAA),1.6914
MI,AEB,Dimethenamid/Dimethenamid P,18.7
MI,AED,Hydroxy atrazine,6800.394
MI,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",12.0082
MI,AEM,"Cyhalothrin, Lambda",1.2819
MI,AEP,Clothianidin,8.864
MI,AES,Methoxyfenozide,77.1784
MI,AEW,Famoxadone,24.2456
MI,AEY,Dimethenamid oxanilic acid (OA),13.350000000000001
MI,AFM,Flutriafol,3.9963
MI,AFO,Dinotefuran,10.3038
MI,AFS,Fenpyroximate,5.1610000000000005
MI,AFU,Propamocarb hydrochloride,77.1584
MI,AFW,Spiromesifen Total (parent + enol metabolite),0.0112
MI,AFX,Novaluron,6.4517
MI,AFZ,"2,6-DIPN",0.79
MI,AGA,Cyazofamid,23.1404
MI,AGG,Flonicamid,45.3439
MI,AGH,Emamectin benzoate,0.1233
MI,AGJ,Fluoxastrobin,0.0854
MI,AGR,"2,4-dimethylphenyl formamide (2,4-DMPF)",0.3826
MI,AGT,Spiromesifen,1.9295
MI,AGW,Chlorantraniliprole,59.2904
MI,AGX,Mandipropamid,232.1636
MI,AGY,Spinetoram,12.2299
MI,AHF,Imidacloprid urea,0.23129999999999998
MI,AHM,Spirotetramat,5.5896
MI,AHS,Flubendiamide,3.7306
MI,AHT,Fluopicolide,84.2763
MI,AJO,Clethodim sulfoxide,0.07730000000000001
MI,AJP,Indaziflam,0.0015
MI,AJY,Spiroxamine,0.026
MI,AKC,Ametoctradin,45.3511
MI,AKD,Penthiopyrad,63.2597
MI,AKG,Fluopyram,13.0944
MI,AKS,Acequinocyl,0.861
MI,AKU,Cyflufenamid,0.6129
MI,AKW,Fluxapyroxad,11.0045
MI,ALG,Thymol,0.17
MI,ALS,Sulfoxaflor,0.9773000000000001
MI,ALV,Spiromesifen alcohol,0.43679999999999997
MI,AMB,Cyantraniliprole,10.9471
MI,AMC,Cyflumetofen,1.2099
MI,ANC,Tolfenpyrad,7.4043
MI,AND,Propamocarb,6.6959
MI,ANE,Flupyradifurone,13.428700000000001
MI,ANF,Metrafenone,2.06
MI,ANH,Isofetamid,0.019100000000000002
MI,AOG,Imidacloprid desnitro,0.0966
MI,B10,Hexythiazox,1.561
MI,B13,Chlorfenapyr,2.8591
MI,B16,Pyrimethanil,433.1468
MI,B22,Cyprodinil,79.0734
MI,B23,Fludioxonil,602.8084
MI,B24,Pyriproxyfen,1.2879
MI,B28,5-Hydroxythiabendazole,0.2282
MI,B32,Forchlorfenuron,0.012
MI,B38,Clodinafop propargyl,0.005
MI,B41,Fenhexamid,74.5704
MI,B42,Kresoxim-methyl,1.0466
MI,B43,Thiamethoxam,12.1227
MI,B44,Zoxamide,0.0414
MI,B46,Clopyralid,1392.644
MI,B48,Azoxystrobin,122.8403
MI,B52,Buprofezin,9.926
MI,B53,Epoxiconazole,0.0297
MI,B56,Pyridaben,0.3105
MI,B57,Quinoxyfen,2.1303
MI,B58,Difenoconazole,11.4077
MI,B61,Pyraclostrobin,190.2504
MI,B63,Flutolanil,0.18
MI,B64,Fenamidone,55.4075
MI,B68,Thiacloprid,2.0111
MI,B72,Tetraconazole,1.4728999999999999
MI,B73,Fenazaquin,0.2454
MI,B75,Boscalid,146.7195
MI,B77,Dimethomorph,67.1063
MI,B79,Trifloxystrobin,9.1183
MI,B80,Acetamiprid,45.8932
MI,B82,Bifenazate,7.2565
MI,B84,Etoxazole,1.0694
MI,B85,Spirodiclofen,5.2802
MI,C90,Ethaboxam,0.0868
MI,F12,Pyriofenone,0.0448
MI,F53,Benzovindiflupyr,0.0294
MI,G03,Pydiflumetofen,0.4776
MN,024,Diazinon,59.0
MN,026,"2,4-D",6414.178
MN,028,Dieldrin,0.0161
MN,032,Diuron,359.8
MN,042,Azinphos methyl,45.0
MN,050,Lindane (BHC gamma),0.0033
MN,052,Malathion,50.0
MN,070,Piperonyl butoxide,0.0075
MN,108,Tetradifon,56.0
MN,143,Heptachlor epoxide,0.0013
MN,149,Simazine,63.879999999999995
MN,153,Bromacil,64.4
MN,155,Dicamba,210.0
MN,175,Ethoprop,27.0
MN,176,Tetrachlorvinphos,28.0
MN,180,Carbofuran,4.0
MN,200,EPTC,8.0
MN,216,Disulfoton sulfone,6.8
MN,227,Alachlor,42.0
MN,264,Propiconazole,157.98
MN,283,Metolachlor,598.3
MN,305,Atrazine,7478.536
MN,318,MCPA,2612.664
MN,321,Hexachlorobenzene (HCB),0.0086
MN,329,Picloram,37.0
MN,333,Propazine,23.0
MN,607,Metalaxyl/Mefenoxam,5.0
MN,675,Propachlor,3.21
MN,731,Triclopyr,475.0
MN,753,Imazamethabenz methyl,9.52
MN,758,Bentazon,1032.0
MN,780,Tebuthiuron,7.35
MN,784,Desethyl-desisopropyl atrazine,348.0
MN,785,Desisopropyl atrazine,1132.902
MN,807,Acetochlor,1689.9
MN,902,Endosulfan sulfate,0.0302
MN,906,"DDT p,p'",0.0089
MN,910,"DDE p,p'",1.1152
MN,930,Bifenthrin,36.0032
MN,942,Prometon,192.88
MN,964,Desethyl atrazine,4657.792
MN,967,Imidacloprid,10.3
MN,A30,Fenbuconazole,57.0
MN,A58,Tebuconazole,271.584
MN,ABN,Acetochlor ethanesulfonic acid (ESA),8142.784
MN,ABO,Acetochlor oxanilic acid (OA),10120.184
MN,ABP,Alachlor ethanesulfonic acid (ESA),5948.1
MN,ABQ,Alachlor oxanilic acid (OA),481.12
MN,ACA,Imazamox,18.392
MN,ACB,Imazapyr,143.8
MN,ACD,Imazethapyr,124.496
MN,ACG,Metolachlor ethanesulfonic acid (ESA),9654.7
MN,ACH,Metolachlor oxanilic acid (OA),3531.4
MN,ACM,Nicosulfuron,450.5
MN,ACP,Sulfometuron methyl,39.8
MN,ACZ,Imazapic,1.5
MN,AEB,Dimethenamid/Dimethenamid P,566.1
MN,AED,Hydroxy atrazine,4038.4
MN,AEE,Imazamethabenz acid,45.5
MN,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.0019
MN,AEY,Dimethenamid oxanilic acid (OA),343.25
MN,B46,Clopyralid,3974.8
MN,B53,Epoxiconazole,11.5
MN,B72,Tetraconazole,418.7
MO,024,Diazinon,0.416
MO,026,"2,4-D",3409.86
MO,028,Dieldrin,0.224
MO,032,Diuron,119.80000000000001
MO,042,Azinphos methyl,0.066
MO,050,Lindane (BHC gamma),0.041
MO,052,Malathion,716.6255
MO,055,Methoxychlor Total,1.583
MO,057,Parathion methyl,0.041
MO,065,Parathion ethyl,0.022
MO,070,Piperonyl butoxide,0.859
MO,087,DDD (TDE),0.008
MO,102,Carbaryl,88.29060000000001
MO,117,Disulfoton,0.005
MO,143,Heptachlor epoxide,0.008
MO,148,Phorate,0.078
MO,149,Simazine,24901.2
MO,151,Trifluralin,0.438
MO,153,Bromacil,115.3
MO,156,Ametryn,0.011
MO,157,Thiabendazole,0.10300000000000001
MO,160,Chlorpyrifos,7.1957
MO,175,Ethoprop,0.003
MO,180,Carbofuran,0.231
MO,185,Metribuzin DA,37.8
MO,189,Phorate sulfone,0.024
MO,195,Methiocarb,0.0119
MO,208,Malathion oxygen analog,0.045
MO,210,Carboxin,0.006999999999999999
MO,216,Disulfoton sulfone,0.025
MO,227,Alachlor,75.066
MO,228,Cyanazine,0.011
MO,230,Pendimethalin,0.023
MO,235,Chlorpyrifos methyl,126.26
MO,249,Prometryn,22.55
MO,275,"Methoxychlor p,p'",1.032
MO,283,Metolachlor,25150.946
MO,299,Diclofop methyl,0.019
MO,305,Atrazine,69787.653
MO,318,MCPA,15.05
MO,333,Propazine,454.4
MO,341,Propanil,0.152
MO,539,Permethrin Total,1.227
MO,562,Pirimiphos methyl,1.167
MO,597,Cypermethrin,0.033
MO,604,Imazalil,0.308
MO,607,Metalaxyl/Mefenoxam,478.332
MO,612,Deltamethrin  (includes parent Tralomethrin),0.5483
MO,636,Propetamphos,0.01
MO,653,Glyphosate,1024.112
MO,717,Chlorimuron ethyl,2588.2
MO,720,Norflurazon desmethyl,0.09
MO,731,Triclopyr,55.400000000000006
MO,736,Fluridone,0.0012
MO,745,Fenamiphos sulfone,0.094
MO,750,Quizalofop ethyl,0.0045000000000000005
MO,758,Bentazon,82.87
MO,780,Tebuthiuron,172.29
MO,781,Cyfluthrin,4.986
MO,784,Desethyl-desisopropyl atrazine,1745.0
MO,785,Desisopropyl atrazine,28783.6
MO,807,Acetochlor,1346.613
MO,904,BHC beta,0.007
MO,908,"DDD p,p'",0.018000000000000002
MO,910,"DDE p,p'",0.0071
MO,942,Prometon,818.4
MO,957,Aminomethylphosphonic acid (AMPA),1036.27
MO,964,Desethyl atrazine,44978.9
MO,967,Imidacloprid,56.0
MO,A25,Dichlorprop,12.2
MO,A42,Mecoprop (MCPP),183.06
MO,A54,RH 9129 (fenbuconazole metab.),0.10500000000000001
MO,A82,Fipronil,0.58
MO,AAY,Sulfentrazone,0.025
MO,ABN,Acetochlor ethanesulfonic acid (ESA),26557.7
MO,ABO,Acetochlor oxanilic acid (OA),56036.0
MO,ABP,Alachlor ethanesulfonic acid (ESA),2377.3
MO,ABQ,Alachlor oxanilic acid (OA),1164.9
MO,ACB,Imazapyr,86.5
MO,ACD,Imazethapyr,33.9
MO,ACG,Metolachlor ethanesulfonic acid (ESA),59151.0
MO,ACH,Metolachlor oxanilic acid (OA),77077.0
MO,ACI,Metsulfuron methyl,93.5
MO,ACV,Methoprene,2.833
MO,ACZ,Imazapic,123.5
MO,ADD,Dimethenamid,4.0329999999999995
MO,ADR,Triticonazole,140.0
MO,AEB,Dimethenamid/Dimethenamid P,2053.46
MO,AEC,Hydroprene,0.035
MO,AED,Hydroxy atrazine,49525.0
MO,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.0663
MO,AEM,"Cyhalothrin, Lambda",0.003
MO,AEN,"Cyhalothrin, Lambda epimer R157836",0.011
MO,AEP,Clothianidin,146.0
MO,AES,Methoxyfenozide,0.0748
MO,AEY,Dimethenamid oxanilic acid (OA),1336.15
MO,AHX,Metconazole,0.0074
MO,AJD,Isoxaflutole degradate,51.0
MO,B30,Flufenacet,0.059
MO,B43,Thiamethoxam,61.199999999999996
MO,B48,Azoxystrobin,74.4499
MO,B58,Difenoconazole,0.007
MO,B61,Pyraclostrobin,0.0584
MO,B72,Tetraconazole,0.0083
MO,B75,Boscalid,0.014199999999999999
MO,B79,Trifloxystrobin,0.0045
MS,028,Dieldrin,0.023999999999999997
MS,058,MGK-264,0.3291
MS,070,Piperonyl butoxide,0.3256
MS,075,Pyrethrins,0.1
MS,758,Bentazon,8.7
MS,910,"DDE p,p'",0.029500000000000002
MS,ACG,Metolachlor ethanesulfonic acid (ESA),5.0
MS,ACH,Metolachlor oxanilic acid (OA),5.0
MT,026,"2,4-D",1001.526
MT,032,Diuron,75.39999999999999
MT,180,Carbofuran,17.9
MT,216,Disulfoton sulfone,6.8
MT,249,Prometryn,0.28
MT,264,Propiconazole,5.7
