STATE,Pesticide Code,Pesticide Name,Average_Concentration
LA,070,Piperonyl butoxide,52.33583333333333
LA,149,Simazine,32.849891566265065
LA,153,Bromacil,58.921268292682925
LA,155,Dicamba,112.0
LA,181,Metribuzin,1879.8032352941175
LA,227,Alachlor,16.317
LA,230,Pendimethalin,34.49657142857143
LA,249,Prometryn,34.818333333333335
LA,264,Propiconazole,10.322222222222223
LA,283,Metolachlor,81.39505882352941
LA,305,Atrazine,438.2379421221865
LA,318,MCPA,1.3
LA,324,Dichlobenil,11.2
LA,333,Propazine,7.3184000000000005
LA,607,Metalaxyl/Mefenoxam,5.0
LA,633,Hexazinone,26.8125
LA,701,Fluometuron,6.020526315789474
LA,717,Chlorimuron ethyl,22.0
LA,718,Chlorsulfuron,2.8
LA,720,Norflurazon desmethyl,3.0
LA,726,Thiobencarb,29.0
LA,731,Triclopyr,32.59615384615385
LA,758,Bentazon,1.2604473684210526
LA,780,Tebuthiuron,2.035619047619048
LA,785,Desisopropyl atrazine,34.43680341880342
LA,807,Acetochlor,45.92857142857143
LA,910,"DDE p,p'",0.004
LA,942,Prometon,4.539486238532111
LA,964,Desethyl atrazine,144.91354385964914
LA,967,Imidacloprid,4.45864
LA,A42,Mecoprop (MCPP),0.52
LA,A58,Tebuconazole,3.5
LA,AAU,Flumetsulam,33.0
LA,ABN,Acetochlor ethanesulfonic acid (ESA),92.38751111111111
LA,ABO,Acetochlor oxanilic acid (OA),72.8959120879121
LA,ABP,Alachlor ethanesulfonic acid (ESA),23.01816091954023
LA,ABQ,Alachlor oxanilic acid (OA),7.995880597014926
LA,ABR,Bensulfuron methyl,21.0
LA,ACB,Imazapyr,5.21787786259542
LA,ACC,Imazaquin,1.8
LA,ACD,Imazethapyr,4.516129032258065
LA,ACG,Metolachlor ethanesulfonic acid (ESA),129.38845637583893
LA,ACH,Metolachlor oxanilic acid (OA),75.86943283582089
LA,ACP,Sulfometuron methyl,9.588888888888889
LA,ACZ,Imazapic,1.5
LA,ADD,Dimethenamid,4.074625
LA,AEB,Dimethenamid/Dimethenamid P,20.305555555555557
LA,AED,Hydroxy atrazine,194.92
LA,AEP,Clothianidin,8.0
LA,AEY,Dimethenamid oxanilic acid (OA),5.186764705882353
LA,AEZ,Flufenacet oxanilic acid (OA),1.25
LA,B43,Thiamethoxam,11.257142857142856
LA,B46,Clopyralid,15.957142857142857
LA,B48,Azoxystrobin,26.961904761904766
MA,633,Hexazinone,2.498
MA,964,Desethyl atrazine,2.5
MA,ACG,Metolachlor ethanesulfonic acid (ESA),0.599
MD,011,Captan,0.3604053658536585
MD,014,Chlordanes Total,0.0167
MD,022,DDT,0.013
MD,024,Diazinon,0.17759405940594056
MD,026,"2,4-D",48.12101265822785
MD,028,Dieldrin,0.01686024096385542
MD,032,Diuron,11.9722
MD,033,Anilazine,0.16
MD,034,Endrin,0.007500000000000001
MD,042,Azinphos methyl,0.05275240963855422
MD,047,Dicofol Total,0.0936
MD,050,Lindane (BHC gamma),0.00402
MD,052,Malathion,0.049831868131868136
MD,057,Parathion methyl,0.02428205128205128
MD,058,MGK-264,0.015382142857142858
MD,065,Parathion ethyl,0.013714285714285715
MD,070,Piperonyl butoxide,0.07217317073170731
MD,075,Pyrethrins,0.024
MD,083,O-Phenylphenol,0.22734979079497908
MD,090,Toxaphene,0.0543
MD,102,Carbaryl,1.516895701357466
MD,104,Dodine,0.0073
MD,107,Ethion,0.003
MD,111,Ethoxyquin,0.2169375
MD,114,Chlorpropham,1.66518489010989
MD,124,Coumaphos,0.001225
MD,125,Diphenylamine (DPA),0.21414446308724833
MD,129,Linuron,0.04307941176470588
MD,130,Trichlorfon,0.0028
MD,134,DCPA,0.021660377358490565
MD,143,Heptachlor epoxide,0.006933333333333333
MD,144,Dicloran,0.39121424731182797
MD,149,Simazine,61.25080459770115
MD,151,Trifluralin,0.034667857142857146
MD,153,Bromacil,7.2
MD,155,Dicamba,92.5
MD,157,Thiabendazole,0.2420106438896189
MD,159,Methomyl,0.1800021276595745
MD,160,Chlorpyrifos,0.02369322033898305
MD,164,Chlorothalonil,0.11533887240356083
MD,165,Phosmet,0.08314507772020725
MD,166,Phosalone,0.006000000000000001
MD,168,Aldicarb sulfone,0.051666666666666666
MD,169,Aldicarb sulfoxide,0.05288125
MD,170,Methamidophos,0.06691506352087113
MD,171,Dimethoate,0.09190760869565218
MD,172,Chlordane trans,0.004735294117647059
MD,173,Chlordane cis,0.004870833333333334
MD,175,Ethoprop,0.006228571428571429
MD,178,Omethoate,0.038196666666666663
MD,180,Carbofuran,0.4383785714285714
MD,181,Metribuzin,0.040633333333333334
MD,189,Phorate sulfone,0.00975
MD,190,Phorate sulfoxide,0.01
MD,192,Benomyl,0.46696
MD,195,Methiocarb,0.001
MD,197,Methidathion,0.006500000000000001
MD,200,EPTC,0.0135
MD,204,Acephate,0.19086989898989898
MD,206,Nonachlor trans,0.0019
MD,207,Nonachlor cis,0.0011
MD,208,Malathion oxygen analog,0.007025
MD,219,Oxydemeton methyl,0.009800000000000001
MD,222,Permethrin cis,0.3891734939759036
MD,223,Permethrin trans,0.44893895486935864
MD,224,Profenofos,0.04682857142857143
MD,227,Alachlor,15.0
MD,230,Pendimethalin,0.009178571428571428
MD,231,Iprodione metabolite isomer,0.5574375
MD,235,Chlorpyrifos methyl,0.02190416666666667
MD,237,Phosmet oxygen analog,0.0126375
MD,239,Bensulide,0.0926
MD,245,Oxydemeton methyl sulfone,0.0036
MD,249,Prometryn,0.007922222222222223
MD,253,"Dicofol o,p'",0.0393
MD,254,"Dicofol p,p'",0.09099324324324325
MD,255,Cyromazine,0.03218684210526315
MD,264,Propiconazole,0.25955418502202643
MD,271,Fenarimol,0.05
MD,275,"Methoxychlor p,p'",0.045222222222222226
MD,283,Metolachlor,56.71718761061947
MD,292,Fluazifop butyl,0.002
MD,297,Fluvalinate,0.00116
MD,300,DDE,0.019000000000000003
MD,304,Quintozene (PCNB),0.0053
MD,305,Atrazine,80.166636
MD,318,MCPA,5.35
MD,321,Hexachlorobenzene (HCB),0.0006416666666666667
MD,333,Propazine,9.333333333333334
MD,338,Dichlorvos (DDVP),5.479466666666666
MD,351,Pentachloroaniline (PCA),0.005112903225806452
MD,352,Mirex,0.0021000000000000003
MD,382,1-Naphthol,0.11609876543209877
MD,387,Pentachlorobenzene (PCB),0.0045
MD,512,3-Hydroxycarbofuran,0.00725
MD,529,Vinclozolin,0.09377777777777778
MD,536,Triazophos,0.0013
MD,537,Oxamyl,0.06432847222222221
MD,539,Permethrin Total,0.9196451612903225
MD,540,Pronamide,0.009413333333333333
MD,546,Fenvalerate,0.007944444444444443
MD,556,Resmethrin,0.0352
MD,562,Pirimiphos methyl,0.007625
MD,578,Mevinphos Z,0.003
MD,580,Pirimicarb,0.011
MD,596,Norflurazon,0.024800000000000003
MD,597,Cypermethrin,0.385436231884058
MD,604,Imazalil,0.0865246947082768
MD,607,Metalaxyl/Mefenoxam,0.034721875
MD,608,Triadimefon,0.046
MD,611,Thiophanate methyl,0.0533
MD,612,Deltamethrin  (includes parent Tralomethrin),0.021438805970149254
MD,623,Propargite,0.1797265625
MD,624,Tetrahydrophthalimide (THPI),0.2771966735966736
MD,626,Iprodione,0.7048001814882032
MD,638,Triadimenol,8.277125
MD,639,Fenbutatin oxide,0.06146
MD,651,Diflubenzuron,0.019123333333333332
MD,658,Bendiocarb,0.017
MD,666,Carbendazim (MBC),0.05930367647058824
MD,679,Myclobutanil,0.04834205378973105
MD,699,Clofentezine,0.028
MD,713,Oxyfluorfen,0.0024749999999999998
MD,714,Esfenvalerate,0.035725
MD,719,Clomazone,0.005
MD,720,Norflurazon desmethyl,0.0180875
MD,723,Formetanate hydrochloride,0.03441276595744681
MD,726,Thiobencarb,0.017
MD,730,Ethephon,0.358421052631579
MD,731,Triclopyr,16.049999999999997
MD,736,Fluridone,0.00245
MD,737,Oryzalin,0.021
MD,740,Bensulide oxygen analog,0.009166666666666667
MD,745,Fenamiphos sulfone,0.022
MD,746,Fenamiphos sulfoxide,0.06055
MD,758,Bentazon,0.42684210526315786
MD,780,Tebuthiuron,1.1752631578947368
MD,781,Cyfluthrin,0.2045821917808219
MD,784,Desethyl-desisopropyl atrazine,25.0
MD,785,Desisopropyl atrazine,28.509756097560977
MD,791,Phenmedipham,0.0055
MD,804,Tricyclazole,0.0013
MD,807,Acetochlor,635.0
MD,808,Fenpropathrin,0.09067929292929293
MD,855,Isoprothiolane,0.0066
MD,877,Cymoxanil,0.07250000000000001
MD,886,Fenpropimorph,0.007943478260869566
MD,900,Endosulfan I,0.021394584837545128
MD,901,Endosulfan II,0.019950390625
MD,902,Endosulfan sulfate,0.026650842266462478
MD,903,BHC alpha,0.0036999999999999997
MD,906,"DDT p,p'",0.006948717948717949
MD,907,"DDT o,p'",0.003473684210526316
MD,908,"DDD p,p'",0.006761538461538462
MD,909,"DDD o,p'",0.002914285714285714
MD,910,"DDE p,p'",0.007875868725868726
MD,911,"DDE o,p'",0.0096
MD,930,Bifenthrin,0.065644375
MD,942,Prometon,6.42075243902439
MD,943,Thiodicarb,0.021
MD,947,Tetramethrin,0.0017
MD,948,Abamectin,0.002
MD,964,Desethyl atrazine,68.46747540983606
MD,967,Imidacloprid,0.08132317173377157
MD,A25,Dichlorprop,2.8
MD,A30,Fenbuconazole,0.07492924528301886
MD,A39,Lambda cyhalothrin total,0.31
MD,A46,Oxadixyl,0.025
MD,A47,Oxamyl oxime,0.08848300653594772
MD,A58,Tebuconazole,0.09140234375
MD,A61,Triflumizole,0.025443478260869564
MD,A68,"1,2,4-Triazole",0.005
MD,A82,Fipronil,0.18002222222222222
MD,AAD,SD-31723,0.012
MD,AAY,Sulfentrazone,0.0061
MD,ABB,Spinosad,0.02012058823529412
MD,ABC,Spinosad A,0.03209146341463415
MD,ABD,Spinosad D,0.01578918918918919
MD,ABF,Pymetrozine,0.015960000000000002
MD,ABG,Tebufenozide,0.03314423076923077
MD,ABH,Propiconazole I,0.03959090909090909
MD,ABI,Propiconazole II,0.05425
MD,ABN,Acetochlor ethanesulfonic acid (ESA),16.357471264367813
MD,ABO,Acetochlor oxanilic acid (OA),72.98666666666666
MD,ABP,Alachlor ethanesulfonic acid (ESA),83.02508333333334
MD,ABQ,Alachlor oxanilic acid (OA),9.150588235294117
MD,ACA,Imazamox,5.2
MD,ACB,Imazapyr,2.5690476190476192
MD,ACD,Imazethapyr,2.40625
MD,ACG,Metolachlor ethanesulfonic acid (ESA),586.8726054054055
MD,ACH,Metolachlor oxanilic acid (OA),126.43622435897436
MD,ACM,Nicosulfuron,8.3
MD,ACP,Sulfometuron methyl,12.6
MD,ACV,Methoprene,0.023
MD,ADC,Prallethrin,0.06711111111111111
MD,ADD,Dimethenamid,1.0
MD,ADE,Esfenvalerate+Fenvalerate Total,0.041038235294117646
MD,ADG,Indoxacarb,0.160072
MD,ADH,Cyphenothrin,0.037
MD,ADI,Etofenprox,0.03335
MD,ADW,Triazole alanine (TA),0.04711086956521739
MD,ADX,Triazole acetic acid (TAA),0.03429285714285714
MD,AED,Hydroxy atrazine,33.38775510204081
MD,AEF,Thifensulfuron,14.8
MD,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.029744520547945203
MD,AEM,"Cyhalothrin, Lambda",0.025383636363636365
MD,AEN,"Cyhalothrin, Lambda epimer R157836",0.0108
MD,AEP,Clothianidin,0.03470059880239521
MD,AES,Methoxyfenozide,0.0680481540930979
MD,AEW,Famoxadone,0.2527128571428572
MD,AFC,Heptachlor epoxide cis,0.0114
MD,AFM,Flutriafol,0.04682150537634409
MD,AFO,Dinotefuran,0.050500657894736845
MD,AFS,Fenpyroximate,0.017387619047619048
MD,AFU,Propamocarb hydrochloride,0.2607863905325444
MD,AFW,Spiromesifen Total (parent + enol metabolite),0.05893333333333334
MD,AFX,Novaluron,0.058743103448275866
MD,AGA,Cyazofamid,1.0305849999999999
MD,AGG,Flonicamid,0.18545942028985507
MD,AGH,Emamectin benzoate,0.02765
MD,AGJ,Fluoxastrobin,0.0324
MD,AGR,"2,4-dimethylphenyl formamide (2,4-DMPF)",0.013104761904761906
MD,AGT,Spiromesifen,0.05443611111111111
MD,AGW,Chlorantraniliprole,0.12036630669546436
MD,AGX,Mandipropamid,0.7014383233532934
MD,AGY,Spinetoram,0.027622162162162164
MD,AHB,Azadirachtin A,0.127
MD,AHC,Azadirachtin B,0.039
MD,AHF,Imidacloprid urea,0.0015333333333333334
MD,AHM,Spirotetramat,0.017637391304347827
MD,AHS,Flubendiamide,0.044707142857142855
MD,AHT,Fluopicolide,0.19077622377622377
MD,AJV,Lufenuron,0.028
MD,AJY,Spiroxamine,0.004175
MD,AKC,Ametoctradin,0.42715999999999993
MD,AKD,Penthiopyrad,0.19501849315068492
MD,AKG,Fluopyram,0.023686206896551723
MD,AKS,Acequinocyl,0.17366666666666666
MD,AKU,Cyflufenamid,0.009906666666666668
MD,AKW,Fluxapyroxad,0.037742424242424244
MD,ALG,Thymol,0.10900000000000001
MD,ALS,Sulfoxaflor,0.04231875
MD,ALV,Spiromesifen alcohol,0.03510833333333333
MD,AMB,Cyantraniliprole,0.248825
MD,AMC,Cyflumetofen,0.02596
MD,AMF,Fenpropidin,0.0038
MD,AMG,Fenpyrazamine,0.005
MD,ANC,Tolfenpyrad,0.044467857142857135
MD,AND,Propamocarb,0.09867777777777778
MD,ANE,Flupyradifurone,0.052969444444444444
MD,ANF,Metrafenone,0.015645454545454546
MD,ANH,Isofetamid,0.02323333333333333
MD,AOG,Imidacloprid desnitro,0.003428
MD,B10,Hexythiazox,0.024376785714285715
MD,B13,Chlorfenapyr,0.05383333333333334
MD,B16,Pyrimethanil,0.4522264758497317
MD,B22,Cyprodinil,0.10977163814180929
MD,B23,Fludioxonil,0.4030872812135356
MD,B24,Pyriproxyfen,0.012305128205128205
MD,B28,5-Hydroxythiabendazole,0.007448148148148148
MD,B32,Forchlorfenuron,0.006
MD,B41,Fenhexamid,0.18748805031446542
MD,B42,Kresoxim-methyl,0.010976190476190476
MD,B43,Thiamethoxam,0.01538525
MD,B44,Zoxamide,0.01718
MD,B46,Clopyralid,0.8754444444444445
MD,B48,Azoxystrobin,0.1630690759377859
MD,B52,Buprofezin,0.031006024096385542
MD,B53,Epoxiconazole,0.0017
MD,B54,Fluazinam,0.0167
MD,B56,Pyridaben,0.014192307692307692
MD,B57,Quinoxyfen,0.010075714285714287
MD,B58,Difenoconazole,0.04756344086021505
MD,B61,Pyraclostrobin,0.058529549902152644
MD,B63,Flutolanil,0.014249999999999999
MD,B64,Fenamidone,0.5822328358208955
MD,B68,Thiacloprid,0.021987128712871284
MD,B72,Tetraconazole,0.015339130434782609
MD,B73,Fenazaquin,0.018025
MD,B75,Boscalid,0.07284908108108108
MD,B77,Dimethomorph,0.17674948453608247
MD,B79,Trifloxystrobin,0.01521787072243346
MD,B80,Acetamiprid,0.03334513888888889
MD,B82,Bifenazate,0.08312903225806452
MD,B84,Etoxazole,0.008642857142857143
MD,B85,Spirodiclofen,0.029373831775700934
MD,C90,Ethaboxam,0.009275
MD,F12,Pyriofenone,0.0209
MD,F53,Benzovindiflupyr,0.006266666666666667
MD,G03,Pydiflumetofen,0.021972727272727272
ME,046,Monuron,10.0
ME,607,Metalaxyl/Mefenoxam,18.45
ME,964,Desethyl atrazine,41.3
ME,ABP,Alachlor ethanesulfonic acid (ESA),22.0
ME,ACB,Imazapyr,15.0
ME,ACG,Metolachlor ethanesulfonic acid (ESA),84.0
ME,ACH,Metolachlor oxanilic acid (OA),8.0
MI,002,Allethrin,0.04700000000000001
MI,011,Captan,0.5184344425956738
MI,022,DDT,0.02775
MI,024,Diazinon,0.017914356435643566
MI,026,"2,4-D",47.93617647058824
MI,028,Dieldrin,0.012993243243243243
MI,031,Dinoseb,1.0
MI,032,Diuron,0.0202375
MI,033,Anilazine,0.138
MI,034,Endrin,0.01011111111111111
MI,042,Azinphos methyl,0.058500952380952376
MI,047,Dicofol Total,0.5634166666666667
MI,050,Lindane (BHC gamma),0.71
MI,052,Malathion,0.026287596899224806
MI,055,Methoxychlor Total,0.1247
MI,057,Parathion methyl,0.03295698924731183
MI,058,MGK-264,0.027746511627906978
MI,065,Parathion ethyl,0.05838461538461538
MI,069,Mevinphos Total,0.08455555555555555
MI,070,Piperonyl butoxide,0.07753348017621146
MI,083,O-Phenylphenol,0.1371897091722595
MI,087,DDD (TDE),0.02
MI,090,Toxaphene,0.0804
MI,102,Carbaryl,0.08972338611449451
MI,104,Dodine,0.1176
MI,107,Ethion,0.011516666666666666
MI,111,Ethoxyquin,0.14542558139534884
MI,114,Chlorpropham,1.6472405405405404
MI,115,Endosulfans Total,0.09051162790697674
MI,117,Disulfoton,0.00675
MI,124,Coumaphos,0.001618181818181818
MI,125,Diphenylamine (DPA),0.3120183513248283
MI,126,Folpet,0.03966666666666667
MI,129,Linuron,0.030020909090909095
MI,134,DCPA,0.011795018450184502
MI,143,Heptachlor epoxide,0.020983870967741933
MI,144,Dicloran,0.328303080872914
MI,149,Simazine,18.662021978021976
MI,151,Trifluralin,0.026185454545454543
MI,152,Terbacil,2.664
MI,153,Bromacil,15.402000000000001
MI,157,Thiabendazole,0.24618745165449077
MI,159,Methomyl,0.12904691358024692
MI,160,Chlorpyrifos,0.02474470404984424
MI,164,Chlorothalonil,9.381893913043479
MI,165,Phosmet,0.09019454277286135
MI,166,Phosalone,0.11
MI,168,Aldicarb sulfone,0.018125
MI,169,Aldicarb sulfoxide,0.04115714285714286
MI,170,Methamidophos,0.05570973654066438
MI,171,Dimethoate,0.07022991071428572
MI,172,Chlordane trans,0.003835483870967742
MI,173,Chlordane cis,0.004835416666666667
MI,175,Ethoprop,0.00554
MI,177,Fenthion,0.004
MI,178,Omethoate,0.03791564986737401
MI,180,Carbofuran,0.0346
MI,181,Metribuzin,7.51658
MI,189,Phorate sulfone,0.0166
MI,190,Phorate sulfoxide,0.011233333333333333
MI,192,Benomyl,0.30340240963855425
MI,197,Methidathion,0.01233157894736842
MI,200,EPTC,51.42857142857143
MI,203,Phosphamidon,0.16
MI,204,Acephate,0.17940737913486005
MI,208,Malathion oxygen analog,0.0027210526315789474
MI,216,Disulfoton sulfone,0.014499999999999999
MI,219,Oxydemeton methyl,0.023366666666666664
MI,222,Permethrin cis,0.37430111576011155
MI,223,Permethrin trans,0.4013567528735632
MI,224,Profenofos,0.024968421052631577
MI,227,Alachlor,22.2
MI,230,Pendimethalin,0.007367796610169491
MI,231,Iprodione metabolite isomer,0.44884271844660195
MI,235,Chlorpyrifos methyl,0.024355172413793105
MI,236,Fenamiphos,0.0025
MI,237,Phosmet oxygen analog,0.06709499999999999
MI,239,Bensulide,0.008799999999999999
MI,245,Oxydemeton methyl sulfone,0.0038200000000000005
MI,249,Prometryn,0.027967741935483872
MI,253,"Dicofol o,p'",0.0325125
MI,254,"Dicofol p,p'",0.13936868686868686
MI,255,Cyromazine,0.0557387323943662
MI,264,Propiconazole,0.22730346420323325
MI,271,Fenarimol,0.01325
MI,275,"Methoxychlor p,p'",0.015385714285714286
MI,283,Metolachlor,32.92490310880829
MI,292,Fluazifop butyl,0.0017
MI,297,Fluvalinate,0.0015875
MI,300,DDE,0.02523353293413174
MI,304,Quintozene (PCNB),0.0063675
MI,305,Atrazine,163.30571484716157
MI,312,"2,4,5-T",3.0
MI,321,Hexachlorobenzene (HCB),0.0004947368421052632
MI,338,Dichlorvos (DDVP),0.049185714285714284
MI,343,Monocrotophos,0.18
MI,351,Pentachloroaniline (PCA),0.00567
MI,370,Parathion oxygen analog,0.005
MI,377,Phenthoate,0.01
MI,382,1-Naphthol,0.4069235294117647
MI,387,Pentachlorobenzene (PCB),0.009107142857142857
MI,388,Pentachlorophenyl methyl sulfide,0.006266666666666666
MI,395,Diazinon oxygen analog,0.0078
MI,512,3-Hydroxycarbofuran,0.016964285714285713
MI,529,Vinclozolin,0.17557105263157893
MI,536,Triazophos,0.0018
MI,537,Oxamyl,0.04990681003584229
MI,539,Permethrin Total,1.4223895787139689
MI,540,Pronamide,0.004923529411764706
MI,546,Fenvalerate,0.03154761904761905
MI,556,Resmethrin,0.02378571428571429
MI,562,Pirimiphos methyl,0.006371428571428571
MI,579,Mevinphos E,0.01
MI,580,Pirimicarb,0.016333333333333335
MI,593,Procymidone,1.0
MI,597,Cypermethrin,0.46052704402515726
MI,604,Imazalil,0.09433200000000001
MI,607,Metalaxyl/Mefenoxam,0.039817399999999996
MI,608,Triadimefon,1.5737857142857143
MI,611,Thiophanate methyl,0.05007647058823529
MI,612,Deltamethrin  (includes parent Tralomethrin),0.03900243902439024
MI,623,Propargite,0.2892305699481865
MI,624,Tetrahydrophthalimide (THPI),0.18727857142857143
MI,626,Iprodione,0.7652868632707774
MI,633,Hexazinone,3.849
MI,636,Propetamphos,0.0113
MI,638,Triadimenol,0.02079090909090909
MI,639,Fenbutatin oxide,0.15764615384615385
MI,651,Diflubenzuron,0.010121153846153846
MI,658,Bendiocarb,0.017
MI,666,Carbendazim (MBC),0.04340757381258024
MI,678,Terbuthylazine,0.0035
MI,679,Myclobutanil,0.04088617683686177
MI,699,Clofentezine,0.03047142857142857
MI,713,Oxyfluorfen,0.0023
MI,714,Esfenvalerate,0.029905454545454548
MI,717,Chlorimuron ethyl,37.666666666666664
MI,720,Norflurazon desmethyl,0.00945
MI,723,Formetanate hydrochloride,0.09934848484848485
MI,726,Thiobencarb,0.025
MI,730,Ethephon,0.327
MI,731,Triclopyr,30.755466666666667
MI,736,Fluridone,0.00375
MI,740,Bensulide oxygen analog,0.014615384615384615
MI,745,Fenamiphos sulfone,0.03275
MI,746,Fenamiphos sulfoxide,0.0556375
MI,758,Bentazon,2.9525174825174827
MI,769,Azinphos methyl oxygen analog,0.0031999999999999997
MI,780,Tebuthiuron,1.2214285714285715
MI,781,Cyfluthrin,0.16085685279187817
MI,784,Desethyl-desisopropyl atrazine,38.333333333333336
MI,785,Desisopropyl atrazine,26.04191176470588
MI,791,Phenmedipham,0.02615
MI,804,Tricyclazole,0.014100000000000001
MI,807,Acetochlor,127.21612903225805
MI,808,Fenpropathrin,0.12046753731343283
MI,850,Bitertanol,0.011
MI,855,Isoprothiolane,0.0135
MI,877,Cymoxanil,0.0668
MI,886,Fenpropimorph,0.005323809523809524
MI,900,Endosulfan I,0.025206529850746267
MI,901,Endosulfan II,0.02198163672654691
MI,902,Endosulfan sulfate,0.03398001893939394
MI,903,BHC alpha,0.0018333333333333333
MI,904,BHC beta,0.0017
MI,906,"DDT p,p'",0.003686666666666667
MI,907,"DDT o,p'",0.0021794520547945206
MI,908,"DDD p,p'",0.009091836734693878
MI,909,"DDD o,p'",0.0028
MI,910,"DDE p,p'",0.007872748267898383
MI,911,"DDE o,p'",0.0025
MI,930,Bifenthrin,0.0388827186512118
MI,942,Prometon,4.693039411764706
MI,947,Tetramethrin,0.017
MI,948,Abamectin,0.021866666666666663
MI,963,Terbufos sulfone,0.003
MI,964,Desethyl atrazine,55.62076712328767
MI,967,Imidacloprid,0.05718515473887814
MI,A25,Dichlorprop,3.0
MI,A30,Fenbuconazole,0.07954832535885167
MI,A42,Mecoprop (MCPP),1.8410000000000002
MI,A46,Oxadixyl,0.033
MI,A47,Oxamyl oxime,0.09465734265734266
MI,A58,Tebuconazole,0.215281541218638
MI,A61,Triflumizole,0.026603076923076924
MI,A82,Fipronil,0.18486999999999998
MI,AAU,Flumetsulam,13.5
MI,ABB,Spinosad,0.03460119047619047
MI,ABC,Spinosad A,0.04650764705882353
MI,ABD,Spinosad D,0.030274603174603173
MI,ABF,Pymetrozine,0.009628571428571429
MI,ABG,Tebufenozide,0.048277777777777774
MI,ABN,Acetochlor ethanesulfonic acid (ESA),156.24128
MI,ABO,Acetochlor oxanilic acid (OA),133.74588811188812
MI,ABP,Alachlor ethanesulfonic acid (ESA),76.7351530612245
MI,ABQ,Alachlor oxanilic acid (OA),17.938363636363636
MI,ACA,Imazamox,4.0
MI,ACB,Imazapyr,3.9005309734513274
MI,ACC,Imazaquin,7.866666666666666
MI,ACD,Imazethapyr,13.091891891891892
MI,ACG,Metolachlor ethanesulfonic acid (ESA),142.49751999999998
MI,ACH,Metolachlor oxanilic acid (OA),68.55975510204081
MI,ACM,Nicosulfuron,11.5
MI,ACV,Methoprene,0.025
MI,ACZ,Imazapic,9.166666666666666
MI,ADC,Prallethrin,0.08488888888888889
MI,ADD,Dimethenamid,1.8639454545454546
MI,ADE,Esfenvalerate+Fenvalerate Total,0.064142
MI,ADG,Indoxacarb,0.14869385964912282
MI,ADH,Cyphenothrin,0.059
MI,ADI,Etofenprox,0.036333333333333336
MI,ADR,Triticonazole,50.0
MI,ADW,Triazole alanine (TA),0.0409
MI,ADX,Triazole acetic acid (TAA),0.02866779661016949
MI,AEB,Dimethenamid/Dimethenamid P,2.0777777777777775
MI,AED,Hydroxy atrazine,62.388935779816514
MI,AEL,"Cyhalothrin, Total (Cyhalothrin-L + R157836 epimer)",0.029005314009661838
MI,AEM,"Cyhalothrin, Lambda",0.010772268907563026
MI,AEP,Clothianidin,0.03165714285714286
MI,AES,Methoxyfenozide,0.10839662921348314
MI,AEW,Famoxadone,0.4489925925925926
MI,AEY,Dimethenamid oxanilic acid (OA),1.6687500000000002
MI,AFM,Flutriafol,0.035681250000000005
MI,AFO,Dinotefuran,0.04384595744680851
MI,AFS,Fenpyroximate,0.024693779904306223
MI,AFU,Propamocarb hydrochloride,0.3674209523809524
MI,AFW,Spiromesifen Total (parent + enol metabolite),0.0056
MI,AFX,Novaluron,0.03086937799043062
MI,AFZ,"2,6-DIPN",0.395
MI,AGA,Cyazofamid,0.6427888888888889
MI,AGG,Flonicamid,0.15799268292682925
MI,AGH,Emamectin benzoate,0.017614285714285714
MI,AGJ,Fluoxastrobin,0.014233333333333334
MI,AGR,"2,4-dimethylphenyl formamide (2,4-DMPF)",0.010627777777777778
MI,AGT,Spiromesifen,0.0410531914893617
MI,AGW,Chlorantraniliprole,0.09051969465648854
MI,AGX,Mandipropamid,0.8117608391608392
MI,AGY,Spinetoram,0.030347146401985114
MI,AHF,Imidacloprid urea,0.028912499999999997
MI,AHM,Spirotetramat,0.030051612903225805
MI,AHS,Flubendiamide,0.03886041666666667
MI,AHT,Fluopicolide,0.29991565836298933
MI,AJO,Clethodim sulfoxide,0.038650000000000004
MI,AJP,Indaziflam,0.0015
MI,AJY,Spiroxamine,0.0052
MI,AKC,Ametoctradin,0.9858934782608696
MI,AKD,Penthiopyrad,0.3041331730769231
MI,AKG,Fluopyram,0.03357538461538462
MI,AKS,Acequinocyl,0.123
MI,AKU,Cyflufenamid,0.010388135593220339
MI,AKW,Fluxapyroxad,0.0639796511627907
MI,ALG,Thymol,0.17
MI,ALS,Sulfoxaflor,0.03490357142857143
MI,ALV,Spiromesifen alcohol,0.024266666666666666
MI,AMB,Cyantraniliprole,0.4561291666666667
MI,AMC,Cyflumetofen,0.04033
MI,ANC,Tolfenpyrad,0.12549661016949154
MI,AND,Propamocarb,0.10301384615384615
MI,ANE,Flupyradifurone,0.13037572815533982
MI,ANF,Metrafenone,0.064375
MI,ANH,Isofetamid,0.009550000000000001
MI,AOG,Imidacloprid desnitro,0.0026833333333333336
MI,B10,Hexythiazox,0.020813333333333333
MI,B13,Chlorfenapyr,0.07331025641025642
MI,B16,Pyrimethanil,0.4682668108108108
MI,B22,Cyprodinil,0.15177236084452977
MI,B23,Fludioxonil,0.46015908396946564
MI,B24,Pyriproxyfen,0.019813846153846154
MI,B28,5-Hydroxythiabendazole,0.0163
MI,B32,Forchlorfenuron,0.004
MI,B38,Clodinafop propargyl,0.005
MI,B41,Fenhexamid,0.18783476070528968
MI,B42,Kresoxim-methyl,0.026165
