city_ascii,state_id,county_name,lat,lng
DuPont,WA,Pierce,47.1079,-122.6495
Halls,TN,Knox,36.0817,-83.9344
Muskegon Heights,MI,Muskegon,43.2023,-86.2421
Fallston,MD,Harford,39.5332,-76.4452
Picnic Point,WA,Snohomish,47.8744,-122.3077
Sellersburg,IN,Clark,38.4028,-85.7706
Winfield,IL,DuPage,41.8787,-88.1507
Sparta,WI,Monroe,43.9377,-90.8131
Villas,NJ,Cape May,39.0157,-74.935
Rockcreek,OR,Washington,45.5526,-122.876
Capitola,CA,Santa Cruz,36.9773,-121.9537
Rye Brook,NY,Westchester,41.0302,-73.6864
Fair Oaks Ranch,TX,Bexar,29.7467,-98.6376
Ellisville,MO,St. Louis,38.5897,-90.5884
Uniontown,PA,Fayette,39.8993,-79.7246
Coweta,OK,Wagoner,35.9683,-95.6545
Ogdensburg,NY,St. Lawrence,44.7088,-75.4717
Mission,KS,Johnson,39.027,-94.6568
Golden Hills,CA,Kern,35.1409,-118.4968
Belmont,VA,Loudoun,39.0622,-77.4985
St. Augustine Shores,FL,St. Johns,29.8039,-81.3086
Beckett Ridge,OH,Butler,39.3448,-84.438
Wapakoneta,OH,Auglaize,40.5664,-84.1916
Keokuk,IA,Lee,40.4095,-91.4031
Greencastle,IN,Putnam,39.6432,-86.8418
Richmond Heights,FL,Miami-Dade,25.6347,-80.3721
Sauk Village,IL,Cook,41.4906,-87.5706
Independent Hill,VA,Prince William,38.6404,-77.4089
Sweet Home,OR,Linn,44.4023,-122.7028
DeRidder,LA,Beauregard,30.8468,-93.2931
Lambertville,MI,Monroe,41.7484,-83.6244
Fort Salonga,NY,Suffolk,40.9068,-73.2996
Succasunna,NJ,Morris,40.853,-74.6568
Bardmoor,FL,Pinellas,27.8574,-82.7534
Peru,IL,LaSalle,41.3482,-89.1371
Loudonville,NY,Albany,42.7068,-73.7665
Jesup,GA,Wayne,31.5992,-81.8895
Jennings,LA,Jefferson Davis,30.2233,-92.6582
Little River,SC,Horry,33.8786,-78.6393
Vidor,TX,Orange,30.1291,-93.9967
Coamo,PR,Coamo,18.0765,-66.3638
Arden Hills,MN,Ramsey,45.0721,-93.167
College Place,WA,Walla Walla,46.0419,-118.3878
Madera Acres,CA,Madera,37.0123,-120.0799
Alamosa,CO,Alamosa,37.4752,-105.877
Lincoln City,OR,Lincoln,44.9751,-124.0072
Avon Park,FL,Highlands,27.5898,-81.5068
Chevy Chase,MD,Montgomery,38.9944,-77.0738
Marathon,FL,Monroe,24.7263,-81.0374
Bay St. Louis,MS,Hancock,30.3281,-89.3774
Beverly Hills,FL,Citrus,28.9176,-82.4542
Terrace Heights,WA,Yakima,46.6045,-120.4393
Heath,TX,Rockwall,32.8439,-96.4674
Stonegate,CO,Douglas,39.5357,-104.8032
Garrison,MD,Baltimore,39.4023,-76.7514
Keansburg,NJ,Monmouth,40.4469,-74.1315
Washington,NC,Beaufort,35.5586,-77.0545
Green Cove Springs,FL,Clay,29.9904,-81.6807
Fultondale,AL,Jefferson,33.6174,-86.8014
Croydon,PA,Bucks,40.0911,-74.8975
Monmouth Junction,NJ,Middlesex,40.3754,-74.5582
Sedona,AZ,Yavapai,34.8581,-111.7941
Brownsville,TN,Haywood,35.589,-89.2578
Eagle Point,OR,Jackson,42.4677,-122.8016
Cambridge,MN,Isanti,45.5612,-93.2283
Morrisville,PA,Bucks,40.2074,-74.78
Thomaston,GA,Upson,32.8907,-84.3272
Decatur,IN,Adams,40.8286,-84.9277
Ingleside,TX,San Patricio,27.8703,-97.2075
Pine Lake Park,NJ,Ocean,40.0017,-74.2595
Fredonia,NY,Chautauqua,42.4407,-79.3319
Mentone,CA,San Bernardino,34.0609,-117.1108
Harvard,IL,McHenry,42.4296,-88.6211
Lake Mohawk,NJ,Sussex,41.0149,-74.664
Flowery Branch,GA,Hall,34.1712,-83.9142
Rolesville,NC,Wake,35.9223,-78.4656
Cypress Gardens,FL,Polk,28.0036,-81.6857
White Horse,NJ,Mercer,40.1919,-74.7023
Country Club,CA,San Joaquin,37.9687,-121.3408
Eidson Road,TX,Maverick,28.6677,-100.4788
Tanaina,AK,Matanuska-Susitna,61.6576,-149.4263
Sunbury,PA,Northumberland,40.8616,-76.7871
Hyrum,UT,Cache,41.6325,-111.8445
Canonsburg,PA,Washington,40.2643,-80.1867
Mount Airy,MD,Carroll,39.3742,-77.1534
Pike Road,AL,Montgomery,32.2939,-86.09
Silver City,NM,Grant,32.7783,-108.2699
University of Virginia,VA,Albemarle,38.0405,-78.5164
Countryside,VA,Loudoun,39.0518,-77.4124
Willow Street,PA,Lancaster,39.981,-76.2706
Orange Cove,CA,Fresno,36.6211,-119.3188
Brewer,ME,Penobscot,44.7835,-68.7352
Monett,MO,Barry,36.9218,-93.9278
Morehead City,NC,Carteret,34.7308,-76.7388
Itasca,IL,DuPage,41.9772,-88.0183
St. Stephens,NC,Catawba,35.7642,-81.2746
Bastrop,LA,Morehouse,32.7748,-91.9078
Sturgeon Bay,WI,Door,44.8228,-87.366
Bluefield,WV,Mercer,37.2608,-81.2143
Middleton,ID,Canyon,43.7113,-116.6157
Fair Oaks,GA,Cobb,33.9193,-84.5445
Sandy Hook,CT,Western Connecticut,41.4128,-73.244
North College Hill,OH,Hamilton,39.2175,-84.552
Jessup,MD,Anne Arundel,39.1488,-76.7772
Oil City,PA,Venango,41.4281,-79.7036
Hartland,WI,Waukesha,43.1029,-88.3396
Middletown,KY,Jefferson,38.241,-85.5214
Manhattan,IL,Will,41.4274,-87.9805
Jacinto City,TX,Harris,29.7663,-95.241
Greenville,NY,Westchester,40.9986,-73.8189
Kensington,CT,Capitol,41.6284,-72.7686
New Square,NY,Rockland,41.141,-74.0294
Bladensburg,MD,Prince George's,38.9424,-76.9264
Indianola,MS,Sunflower,33.4492,-90.6447
Aiea,HI,Honolulu,21.3865,-157.9232
McKee City,NJ,Atlantic,39.4465,-74.6445
Girard,OH,Trumbull,41.1665,-80.6963
West Glens Falls,NY,Warren,43.3057,-73.6964
Roanoke,TX,Denton,33.0144,-97.2276
Parsons,KS,Labette,37.3405,-95.2958
LaSalle,IL,LaSalle,41.3589,-89.0737
Lititz,PA,Lancaster,40.154,-76.3044
Rathdrum,ID,Kootenai,47.7948,-116.8944
Pine Castle,FL,Orange,28.4651,-81.3741
Lincoln Village,OH,Franklin,39.9532,-83.1314
Pleasant Grove,AL,Jefferson,33.494,-86.9782
Boulder Hill,IL,Kendall,41.7113,-88.3353
Matawan,NJ,Monmouth,40.4127,-74.2365
Mahomet,IL,Champaign,40.1888,-88.3901
Greenwood,AR,Sebastian,35.2134,-94.2408
Hillsborough,NC,Orange,36.0679,-79.0991
Bohemia,NY,Suffolk,40.7717,-73.1271
Meridianville,AL,Madison,34.8729,-86.5722
Tomah,WI,Monroe,43.9879,-90.4999
Middletown,PA,Dauphin,40.201,-76.7289
Mooresville,IN,Morgan,39.6022,-86.3681
Bargersville,IN,Johnson,39.5412,-86.2004
Fairview,TN,Williamson,35.9815,-87.1291
Steger,IL,Cook,41.4723,-87.6176
Grinnell,IA,Poweshiek,41.7359,-92.7244
Amityville,NY,Suffolk,40.6696,-73.4156
Hickam Housing,HI,Honolulu,21.3311,-157.9474
Louisville,OH,Stark,40.837,-81.2643
Iowa Colony,TX,Brazoria,29.4407,-95.4206
Oakwood,OH,Montgomery,39.7202,-84.1734
Berlin,NH,Coos,44.4869,-71.2599
Pryor Creek,OK,Mayes,36.2996,-95.3107
The Village,OK,Oklahoma,35.5706,-97.5567
Columbia City,IN,Whitley,41.1612,-85.4855
Fairfield,IA,Jefferson,41.0064,-91.9667
Helena-West Helena,AR,Phillips,34.5313,-90.6201
Salem,UT,Utah,40.0539,-111.6718
Woodfield,SC,Richland,34.0587,-80.9309
Bridge City,TX,Orange,30.0298,-93.8406
Clarksville,AR,Johnson,35.457,-93.4803
Winchester,TN,Franklin,35.1898,-86.1075
Eunice,LA,St. Landry,30.4904,-92.4191
Alma,MI,Gratiot,43.3799,-84.6556
Anaconda,MT,Deer Lodge,46.0608,-113.0678
Madeira,OH,Hamilton,39.1856,-84.3734
Lugoff,SC,Kershaw,34.2113,-80.6973
Fishersville,VA,Augusta,38.105,-78.9826
Glenshaw,PA,Allegheny,40.5391,-79.9735
Rochelle,IL,Ogle,41.9197,-89.0629
Coral Hills,MD,Prince George's,38.8706,-76.9215
Flossmoor,IL,Cook,41.5391,-87.6858
Mechanicsburg,PA,Cumberland,40.2115,-77.006
Cusseta,GA,Chattahoochee,32.347,-84.787
Woodway,TX,McLennan,31.4988,-97.2314
Denham Springs,LA,Livingston,30.4743,-90.9593
Oakville,CT,Naugatuck Valley,41.5893,-73.0905
Florence,OR,Lane,43.9916,-124.1063
Middlesborough,KY,Bell,36.6127,-83.7227
Ashland,NJ,Camden,39.8782,-75.0085
Helena Valley Southeast,MT,Lewis and Clark,46.6219,-111.8973
Locust Grove,GA,Henry,33.3446,-84.1071
Frankfort Square,IL,Will,41.5219,-87.8031
Burlington,WA,Skagit,48.4676,-122.3298
Diamondhead,MS,Hancock,30.3791,-89.3707
Southside,AL,Etowah,33.9007,-86.0238
Canal Winchester,OH,Franklin,39.8437,-82.8126
Warren,PA,Warren,41.8434,-79.1444
East Stroudsburg,PA,Monroe,41.0023,-75.1779
Meadowbrook,AL,Shelby,33.3935,-86.7041
South Amboy,NJ,Middlesex,40.4852,-74.2831
Crestline,CA,San Bernardino,34.2486,-117.2887
Charter Oak,CA,Los Angeles,34.1025,-117.8564
Rodeo,CA,Contra Costa,38.0367,-122.2526
St. Anthony,MN,Hennepin,45.0278,-93.2174
Havre,MT,Hill,48.5427,-109.6804
Sheffield,AL,Colbert,34.757,-87.6977
Fort Stewart,GA,Liberty,31.8811,-81.6131
Bull Mountain,OR,Washington,45.4125,-122.832
Angola,IN,Steuben,41.6433,-85.005
Riverdale,UT,Weber,41.1732,-112.0023
Quakertown,PA,Bucks,40.4398,-75.3455
East Franklin,NJ,Somerset,40.4933,-74.471
Plymouth,MI,Wayne,42.3718,-83.468
Ecorse,MI,Wayne,42.2489,-83.1399
Skidaway Island,GA,Chatham,31.9372,-81.0449
St. Francis,WI,Milwaukee,42.9716,-87.873
Bernalillo,NM,Sandoval,35.3127,-106.5537
Ventnor City,NJ,Atlantic,39.3457,-74.486
Bethalto,IL,Madison,38.9015,-90.0466
Laurens,SC,Laurens,34.5022,-82.0207
Charlotte,MI,Eaton,42.5662,-84.8304
Leonia,NJ,Bergen,40.8638,-73.99
Mound,MN,Hennepin,44.9328,-93.6591
Wasilla,AK,Matanuska-Susitna,61.577,-149.466
Merrill,WI,Lincoln,45.182,-89.6994
Picture Rocks,AZ,Pima,32.3274,-111.2558
Fairfield Glade,TN,Cumberland,36.0028,-84.8711
Bridgeport,WV,Harrison,39.3036,-80.2478
Lansdowne,MD,Baltimore,39.2365,-76.6659
Augusta,KS,Butler,37.6955,-96.9919
Rensselaer,NY,Rensselaer,42.6465,-73.7328
Sugar Grove,IL,Kane,41.7759,-88.4481
Magalia,CA,Butte,39.8228,-121.6078
Haiku-Pauwela,HI,Maui,20.9156,-156.3022
Fallon,NV,Churchill,39.4737,-118.7779
Hailey,ID,Blaine,43.5141,-114.3001
Riverside,IL,Cook,41.831,-87.8169
White Meadow Lake,NJ,Morris,40.9241,-74.5107
Washington Terrace,UT,Weber,41.1683,-111.9783
Mount Pleasant,IA,Henry,40.9625,-91.5452
Shawano,WI,Shawano,44.7748,-88.5843
Cape St. Claire,MD,Anne Arundel,39.0433,-76.4471
Waseca,MN,Waseca,44.0827,-93.5029
Palm Beach,FL,Palm Beach,26.6945,-80.0408
Aliquippa,PA,Beaver,40.6155,-80.2547
Panthersville,GA,DeKalb,33.7059,-84.2763
Richmond Heights,MO,St. Louis,38.6309,-90.3332
Conshohocken,PA,Montgomery,40.0772,-75.3034
Vega Alta,PR,Vega Alta,18.4151,-66.3211
Grants,NM,Cibola,35.1538,-107.8335
Ahuimanu,HI,Honolulu,21.4379,-157.8404
Willowbrook,IL,DuPage,41.7641,-87.9454
Ivins,UT,Washington,37.1742,-113.6809
Rockingham,NC,Richmond,34.9386,-79.7608
Tuskegee,AL,Macon,32.4409,-85.7131
Woodbury,NY,Nassau,40.8176,-73.4703
Waterford,CA,Stanislaus,37.6429,-120.7553
Micco,FL,Brevard,27.8683,-80.51
Flanders,NJ,Morris,40.8412,-74.7102
Incline Village,NV,Washoe,39.2639,-119.9455
Springs,NY,Suffolk,41.0212,-72.1584
Seven Corners,VA,Fairfax,38.8658,-77.1445
Audubon,PA,Montgomery,40.1304,-75.428
Helotes,TX,Bexar,29.5687,-98.696
Des Peres,MO,St. Louis,38.5973,-90.448
Oakland,TN,Fayette,35.2256,-89.5372
Forestdale,AL,Jefferson,33.5737,-86.9
Delta,CO,Delta,38.756,-108.0772
Smithville,NJ,Atlantic,39.4929,-74.4801
West Athens,CA,Los Angeles,33.9235,-118.3033
Perkasie,PA,Bucks,40.372,-75.292
Elsmere,KY,Kenton,38.9948,-84.6017
Marlboro Village,MD,Prince George's,38.8307,-76.7699
Temperance,MI,Monroe,41.7653,-83.5755
Sunset Hills,MO,St. Louis,38.531,-90.4087
East Grand Forks,MN,Polk,47.9286,-97.0138
Miramar Beach,FL,Walton,30.3854,-86.3442
Tiburon,CA,Marin,37.8854,-122.4637
Hawthorn Woods,IL,Lake,42.2313,-88.0624
Fairless Hills,PA,Bucks,40.1783,-74.8524
Cresskill,NJ,Bergen,40.9405,-73.9596
McFarland,WI,Dane,43.0203,-89.2828
Cameron,MO,Clinton,39.7444,-94.2329
Benton Harbor,MI,Berrien,42.1159,-86.4488
Orosi,CA,Tulare,36.5433,-119.2914
Park Ridge,NJ,Bergen,41.0352,-74.0423
McCordsville,IN,Hancock,39.8966,-85.9208
Riverside,CT,Western Connecticut,41.0318,-73.5827
Chillicothe,MO,Livingston,39.7953,-93.5499
Huntertown,IN,Allen,41.2185,-85.1705
August,CA,San Joaquin,37.9797,-121.2625
Lynwood,IL,Cook,41.5235,-87.551
Absecon,NJ,Atlantic,39.4229,-74.4944
Beecher,MI,Genesee,43.0903,-83.7039
Little Falls,MN,Morrison,45.9862,-94.3586
Midland,WA,Pierce,47.1734,-122.412
Hooper,UT,Weber,41.1599,-112.2871
Commerce,TX,Hunt,33.2421,-95.8992
Newark,NY,Wayne,43.0418,-77.093
Cedar Hills,OR,Washington,45.5047,-122.8053
Valley Cottage,NY,Rockland,41.1162,-73.9433
Harrodsburg,KY,Mercer,37.7654,-84.8474
Country Club Estates,GA,Glynn,31.2113,-81.4622
Roxborough Park,CO,Douglas,39.4492,-105.0746
Toccoa,GA,Stephens,34.581,-83.3263
Northwest Harborcreek,PA,Erie,42.1494,-79.9945
Bemiss,GA,Lowndes,30.9318,-83.2386
Orange Park,FL,Clay,30.1706,-81.7041
Harahan,LA,Jefferson,29.9374,-90.2031
Sanger,TX,Denton,33.3715,-97.1678
San Sebastian,PR,San Sebastián,18.3356,-66.9948
Travis Ranch,TX,Kaufman,32.8015,-96.4775
Breinigsville,PA,Lehigh,40.5394,-75.6347
Lapeer,MI,Lapeer,43.0447,-83.3253
North Merritt Island,FL,Brevard,28.4585,-80.7162
Highland Park,MI,Wayne,42.4052,-83.0977
Tuscumbia,AL,Colbert,34.7204,-87.7035
Booneville,MS,Prentiss,34.6643,-88.5684
Westwood,MI,Kalamazoo,42.3031,-85.6286
Bala Cynwyd,PA,Montgomery,40.0116,-75.2283
Gretna,NE,Sarpy,41.1314,-96.245
Craig,CO,Moffat,40.5171,-107.5554
Blacklick Estates,OH,Franklin,39.9049,-82.8655
Derby,CO,Adams,39.84,-104.9172
Rio del Mar,CA,Santa Cruz,36.9607,-121.8807
Lago Vista,TX,Travis,30.4519,-97.9908
Lake Park,FL,Palm Beach,26.7998,-80.0681
Glens Falls North,NY,Warren,43.335,-73.6832
Olney,IL,Richland,38.7285,-88.0839
Harleysville,PA,Montgomery,40.2792,-75.3873
Rice Lake,WI,Barron,45.4864,-91.7447
Pulaski,VA,Pulaski,37.0528,-80.7624
Brooksville,FL,Hernando,28.5404,-82.3903
Leisure World,MD,Montgomery,39.1023,-77.0689
Saline,MI,Washtenaw,42.174,-83.778
Fitzgerald,GA,Ben Hill,31.7134,-83.2514
Evergreen,CO,Jefferson,39.6349,-105.3356
Fort Irwin,CA,San Bernardino,35.2477,-116.6834
Cloverdale,CA,Sonoma,38.7962,-123.0152
Plainedge,NY,Nassau,40.7241,-73.477
Park Forest Village,PA,Centre,40.7996,-77.9084
Sheffield Lake,OH,Lorain,41.4883,-82.0979
Oak Grove,MN,Anoka,45.3409,-93.3264
Bloomingdale,TN,Sullivan,36.5793,-82.5096
Haledon,NJ,Passaic,40.9363,-74.1887
Indian Harbour Beach,FL,Brevard,28.1529,-80.5976
Winslow,AZ,Navajo,35.0243,-110.7095
Harwood Heights,IL,Cook,41.9663,-87.8057
Bogota,NJ,Bergen,40.8751,-74.0293
Juncos,PR,Juncos,18.2256,-65.9161
Ladue,MO,St. Louis,38.6377,-90.3815
Beaver Falls,PA,Beaver,40.7619,-80.3226
Purcellville,VA,Loudoun,39.1378,-77.711
Edgewater,MD,Anne Arundel,38.9373,-76.5572
Hope,AR,Hempstead,33.6682,-93.5895
Village St. George,LA,East Baton Rouge,30.3598,-91.0672
Bayport,NY,Suffolk,40.7461,-73.0546
Fair Lakes,VA,Fairfax,38.853,-77.3885
Redlands,CO,Mesa,39.0886,-108.6582
Brownfield,TX,Terry,33.1757,-102.273
Hernando,FL,Citrus,28.9451,-82.3781
Litchfield Beach,SC,Georgetown,33.4773,-79.1181
Clinton,MO,Henry,38.3716,-93.7679
Plymouth,WI,Sheboygan,43.7447,-87.966
St. Pete Beach,FL,Pinellas,27.7235,-82.7387
Rock Falls,IL,Whiteside,41.7724,-89.6928
Sandpoint,ID,Bonner,48.2822,-116.5614
Orting,WA,Pierce,47.0967,-122.2112
Caldwell,NJ,Essex,40.8389,-74.2776
Crozet,VA,Albemarle,38.0645,-78.6961
Whippany,NJ,Morris,40.8233,-74.4184
Napoleon,OH,Henry,41.3977,-84.1244
Edgemere,MD,Baltimore,39.2273,-76.459
Pomona,NJ,Atlantic,39.4688,-74.5502
Kulpsville,PA,Montgomery,40.244,-75.3407
Thief River Falls,MN,Pennington,48.1108,-96.1778
Pearsall,TX,Frio,28.8915,-99.0975
Cumberland Hill,RI,Providence,41.9736,-71.4605
Greenville,MI,Montcalm,43.1797,-85.2534
Collingdale,PA,Delaware,39.9151,-75.2776
Woodmoor,CO,El Paso,39.1063,-104.8456
East York,PA,York,39.9687,-76.6755
Poteau,OK,Le Flore,35.0282,-94.6346
Coffeyville,KS,Montgomery,37.0519,-95.618
Andalusia,AL,Covington,31.3102,-86.4781
Highland Park,TX,Dallas,32.8311,-96.8012
Dayton,TX,Liberty,30.0315,-94.9158
Seneca,SC,Oconee,34.6818,-82.96
Signal Mountain,TN,Hamilton,35.1448,-85.3457
Cortez,CO,Montezuma,37.3503,-108.5768
Maysville,KY,Mason,38.6455,-83.7911
Sanatoga,PA,Montgomery,40.2497,-75.5887
Gibsonville,NC,Guilford,36.0993,-79.5415
Pleasant Hill,MO,Cass,38.8059,-94.2652
Fort Valley,GA,Peach,32.552,-83.8817
Toppenish,WA,Yakima,46.3806,-120.3122
Summit,WA,Pierce,47.1694,-122.3628
Carbondale,PA,Lackawanna,41.5714,-75.5048
Oak Hills Place,LA,East Baton Rouge,30.369,-91.0887
Bainbridge,OH,Geauga,41.3855,-81.3478
Pitman,NJ,Gloucester,39.7335,-75.1306
Clayton,NJ,Gloucester,39.6627,-75.0782
North Haledon,NJ,Passaic,40.9628,-74.1844
Jeannette,PA,Westmoreland,40.3277,-79.6139
Glencoe,IL,Cook,42.1347,-87.7641
Boonton,NJ,Morris,40.9047,-74.4048
Greenville,RI,Providence,41.882,-71.5549
Clanton,AL,Chilton,32.8444,-86.6233
Bath,ME,Sagadahoc,43.9346,-69.8346
Mahopac,NY,Putnam,41.3688,-73.7414
Meadow Lakes,AK,Matanuska-Susitna,61.638,-149.608
Presque Isle,ME,Aroostook,46.6868,-67.9874
Bee Cave,TX,Travis,30.3084,-97.9629
Monmouth,IL,Warren,40.914,-90.6425
Spring Valley Lake,CA,San Bernardino,34.4987,-117.2683
Wesley Chapel,NC,Union,34.9985,-80.6903
Perry Heights,OH,Stark,40.7977,-81.468
Mascoutah,IL,St. Clair,38.5192,-89.8045
Stony Brook University,NY,Suffolk,40.9098,-73.1217
Summit View,WA,Pierce,47.1343,-122.3467
Franklin,NH,Merrimack,43.4499,-71.6691
Murillo,TX,Hidalgo,26.2642,-98.1233
Hoquiam,WA,Grays Harbor,46.9863,-123.9022
Corona de Tucson,AZ,Pima,31.9503,-110.7835
Hollymead,VA,Albemarle,38.1266,-78.4386
Graham,TX,Young,33.1017,-98.5779
Port Jervis,NY,Orange,41.3783,-74.691
Wyoming,OH,Hamilton,39.2297,-84.4816
Aransas Pass,TX,Nueces,27.8876,-97.1136
Chanute,KS,Neosho,37.6695,-95.4621
Blanchard,OK,McClain,35.1524,-97.6602
Anthony,NM,Doña Ana,32.0131,-106.5984
Summit Park,UT,Summit,40.7423,-111.5872
Dunn Loring,VA,Fairfax,38.8945,-77.2315
Lake Villa,IL,Lake,42.4184,-88.0836
Ogden,NC,New Hanover,34.2656,-77.7966
Innsbrook,VA,Henrico,37.6552,-77.5775
Audubon,NJ,Camden,39.8906,-75.0722
Oxford,NC,Granville,36.3155,-78.5848
Savoy,IL,Champaign,40.06,-88.2552
Cheviot,OH,Hamilton,39.1577,-84.6139
Hillview,KY,Bullitt,38.0562,-85.6847
Sangaree,SC,Berkeley,33.0327,-80.1253
Tecumseh,MI,Lenawee,42.0066,-83.945
River Road,OR,Lane,44.0833,-123.132
Aberdeen,NC,Moore,35.135,-79.4326
Olmsted Falls,OH,Cuyahoga,41.3657,-81.9038
Bryan,OH,Williams,41.4706,-84.5483
Wharton,TX,Wharton,29.3177,-96.1022
Heartland,TX,Kaufman,32.6748,-96.4515
Baxter,MN,Crow Wing,46.3426,-94.2793
Fort Mitchell,KY,Kenton,39.046,-84.5562
Perryton,TX,Ochiltree,36.3928,-100.7976
Clarendon Hills,IL,DuPage,41.7981,-87.9568
Fort Knox,KY,Hardin,37.8915,-85.9636
Park Hills,MO,St. Francois,37.8211,-90.505
Village Green-Green Ridge,PA,Delaware,39.8639,-75.4257
Highland Heights,OH,Cuyahoga,41.5518,-81.4691
Lihue,HI,Kauai,21.9721,-159.3564
Warrenton,MO,Warren,38.8187,-91.1385
Gulf Hills,MS,Jackson,30.4367,-88.815
Guntersville,AL,Marshall,34.3671,-86.2637
Covington,TN,Tipton,35.566,-89.6482
Manteno,IL,Kankakee,41.247,-87.8457
Smithfield,VA,Isle of Wight,36.9755,-76.6152
Fort Riley,KS,Riley,39.1064,-96.8117
Mechanicstown,NY,Orange,41.4472,-74.3914
Templeton,CA,San Luis Obispo,35.556,-120.7181
Corbin,KY,Whitley,36.9323,-84.1006
Socorro,NM,Socorro,34.0543,-106.9065
Citrus Hills,FL,Citrus,28.887,-82.4312
Seffner,FL,Hillsborough,27.9981,-82.2735
Aibonito,PR,Aibonito,18.1398,-66.2659
Bryans Road,MD,Charles,38.6145,-77.0851
Lancaster,SC,Lancaster,34.7248,-80.7804
Monona,WI,Dane,43.054,-89.3334
Kennedale,TX,Tarrant,32.6434,-97.2172
Swissvale,PA,Allegheny,40.4206,-79.8859
San Lorenzo,PR,San Lorenzo,18.1875,-65.968
Eden Isle,LA,St. Tammany,30.2268,-89.8043
Othello,WA,Adams,46.8221,-119.1653
Gering,NE,Scotts Bluff,41.8275,-103.6622
Gonzales,CA,Monterey,36.5055,-121.4427
Lamesa,TX,Dawson,32.7333,-101.9541
Oak Island,NC,Brunswick,33.9434,-78.1366
Kings Grant,NC,New Hanover,34.2664,-77.8659
Paloma Creek South,TX,Denton,33.21,-96.9325
Merrydale,LA,East Baton Rouge,30.4998,-91.1081
Independence,KS,Montgomery,37.2119,-95.7327
Closter,NJ,Bergen,40.9733,-73.9604
Arab,AL,Marshall,34.3309,-86.4991
Dunn,NC,Harnett,35.3114,-78.6129
West Long Branch,NJ,Monmouth,40.2883,-74.0185
Milton,WA,Pierce,47.2524,-122.3153
Glenwood,IL,Cook,41.541,-87.6118
Arizona City,AZ,Pinal,32.7506,-111.6707
Perryville,MO,Perry,37.7263,-89.8759
Folsom,PA,Delaware,39.8924,-75.3287
York,SC,York,34.9967,-81.2341
Montecito,CA,Santa Barbara,34.4384,-119.6309
Severance,CO,Weld,40.5265,-104.865
Malverne,NY,Nassau,40.6746,-73.6721
Sallisaw,OK,Sequoyah,35.4606,-94.8072
Lewistown,PA,Mifflin,40.5964,-77.573
Delavan,WI,Walworth,42.6282,-88.6323
Evergreen,MT,Flathead,48.2308,-114.27
Sutherlin,OR,Douglas,43.3882,-123.3242
Richland Hills,TX,Tarrant,32.8095,-97.2273
Whitehouse,TX,Smith,32.2222,-95.221
Altoona,WI,Eau Claire,44.8029,-91.4385
Old Forge,PA,Lackawanna,41.3704,-75.7409
Clinton,OK,Custer,35.5069,-98.9706
Corrales,NM,Sandoval,35.2366,-106.6191
Center Line,MI,Macomb,42.4805,-83.0274
Livingston,MT,Park,45.6665,-110.5539
Barre,VT,Washington,44.1998,-72.5085
Stevensville,MD,Queen Anne's,38.9745,-76.3184
Village of Waukesha,WI,Waukesha,42.9601,-88.248
Crestwood Village,NJ,Ocean,39.9568,-74.3524
Ellsworth,ME,Hancock,44.5847,-68.4875
North Kensington,MD,Montgomery,39.0393,-77.0723
La Cresta,CA,Kern,35.3972,-118.9892
Druid Hills,GA,DeKalb,33.7842,-84.3272
Westwego,LA,Jefferson,29.9058,-90.1434
Atmore,AL,Escambia,31.0927,-87.4762
Georgetown,SC,Georgetown,33.3594,-79.2958
Skiatook,OK,Tulsa,36.3699,-95.9856
Sitka,AK,Sitka,57.2401,-135.3152
Conover,NC,Catawba,35.7154,-81.2174
Hastings-on-Hudson,NY,Westchester,40.9904,-73.8799
Pleasant Hills,PA,Allegheny,40.3298,-79.9596
Valley Center,KS,Sedgwick,37.8332,-97.3646
Edgewood,KY,Kenton,39.0092,-84.5604
Beebe,AR,White,35.0713,-91.8998
Monticello,AR,Drew,33.6257,-91.7934
Los Altos Hills,CA,Santa Clara,37.3669,-122.1387
Milliken,CO,Weld,40.3115,-104.8561
Miles City,MT,Custer,46.4059,-105.8385
Northfield,NJ,Atlantic,39.3718,-74.5543
Olivette,MO,St. Louis,38.6724,-90.3786
Black Mountain,NC,Buncombe,35.6144,-82.3274
Menominee,MI,Menominee,45.1221,-87.6234
Farmingdale,NY,Nassau,40.7328,-73.4468
Murphy,MO,Jefferson,38.4922,-90.4856
Millersville,PA,Lancaster,40.0047,-76.3522
Crete,IL,Will,41.4401,-87.6235
Hondo,TX,Medina,29.3531,-99.1616
Lock Haven,PA,Clinton,41.1365,-77.4521
Ephrata,WA,Grant,47.3122,-119.5341
Providence,UT,Cache,41.7035,-111.8123
Virginia,MN,St. Louis,47.5168,-92.5127
Montvale,NJ,Bergen,41.0529,-74.0499
Fort Stockton,TX,Pecos,30.8926,-102.8842
South Lockport,NY,Niagara,43.1366,-78.6855
Jefferson City,TN,Jefferson,36.1201,-83.4829
Half Moon,NC,Onslow,34.8297,-77.4591
Kalifornsky,AK,Kenai Peninsula,60.4417,-151.1972
Harrisburg,IL,Saline,37.7374,-88.5457
Park City,UT,Summit,40.6502,-111.5013
Groesbeck,OH,Hamilton,39.229,-84.5959
West Haven-Sylvan,OR,Washington,45.5164,-122.7655
Butner,NC,Granville,36.1285,-78.7501
Tuba City,AZ,Coconino,36.125,-111.2467
South Kensington,MD,Montgomery,39.0188,-77.0785
